ID,English,Hebrew,Arabic
602,"burn (v)","לשרוף","يحرق"
603,"burned (adj)","שרוף","محترق, محروق"
604,"burning (adj)","בוער","مشتعل, محترق"
605,"bus (n)","אוטובוס","باص"
606,"bus stop","תחנת אוטובוס","موقف باصات"
607,"business","עסק","عمل تجاري"
608,"busy","עסוק","مشغول"
609,"but","אבל","لكن"
610,"butterfly","פרפר","فراشة"
611,"buy (v)","לקנות","يشتري"
612,"by","על ידי, מאת, עד","على الجانب, قبل"
613,"by accident","במקרה","بالصدفة"
614,"by bus","באוטובוס","بالحافلة"
615,"by chance","במקרה","بالصدفة"
616,"by mistake","בטעות","بالخطأ, سهواً"
617,"by plane","במטוס","بالطائرة"
618,"by SMS","בהודעת טקסט","برسالة إس إم إس مختصرة"
619,"by the millions","במיליונים","بالملايين"
620,"by the time","עד ש-, כבר, עד אז","بحلول, عندها"
621,"by the way","דרך אגב","على فكرة"
622,"bye","ביי","مع السلامة, وداعاً, باي"
623,"cabbage","כרוב","ملفوف"
624,"cabinet","ארון","خزانة"
625,"cable car","רכבל","عربة السلك"
626,"Caesarea","קיסריה","قيسارية"
627,"café","בית קפה","مقهى"
628,"cage (n)","כלוב","قفص"
629,"cake","עוגה","كعكة"
630,"cakes","עוגות","كعكات"
631,"calculate","לחשב","يحسب"
632,"calendar (n)","לוח שנה","رزنامة"
633,"California","קליפורניה","كاليفورنيا"
634,"call (for help)","לקרוא (לעזרה)","ينادي (للمساعدة)"
635,"call (v)","לקרוא, להתקשר","يتصل, يدعو"
636,"call out","לקרוא, להכריז","ينادي, يعلن"
637,"called","קראו, נקרא","يدعى, نادى"
638,"calm","רגוע","هادئ"
639,"calories (n)","קלוריות","سعرات حرارية"
640,"came (past tense of come)","בא","جاء"
641,"camel (n)","גמל","جمل"
642,"camera (n)","מצלמה","كاميرا"
643,"Cameroon","קמרון","الكاميرون"
644,"camouflage (n)","הסוואה","تمويه"
645,"camp (n)","מחנה","مخيم"
646,"camp (v)","לשהות בקמפינג","يخيم, يقيم مخيماً"
647,"camper (n)","מטייל","محتشد"
648,"campfire (n)","מדורה","نار المخيم"
649,"camping","קמפינג","تخييم"
650,"camping (n)","קמפינג","تخييم"
651,"campsite","אתר קמפינג","مكان التخييم"
652,"can","יכול, אפשר, מותר","يستطيع, يقدر, يسمح له"
653,"can (n)","פחית","علبة"
654,"can (of cola)","פחית (קולה)","علبة (كولا)"
655,"can afford","יכול להרשות לעצמו","يستطيع أن يتحمل"
656,"Can I help you?","האם אוכל לעזור לך?","هل أستطيع مساعدتك؟"
657,"can't","לא יכול","لا يستطيع، لا يتسنّى له"
658,"can't stand","לא יכול לסבול","لا يستطيع أن يتحمل"
659,"can't wait","לא יכול לחכות","لا يستطيع الإنتظار"
660,"Canada","קנדה","كندا"
661,"cancer","סרטן","سرطان"
662,"candy","סוכריות","حلويات"
663,"candy papers","עטיפות ממתקים","أغلفة (الورق) الحلويات"
664,"cannot","לא יכול","لا يستطيع, له"
665,"canoe","סירת קאנו","كانو"
666,"canoeing (n)","קנו, סירת קאנו","إبحار في زورق كانو"
667,"cap","כובע","قبعة"
668,"capable","מסוגל","قادر"
669,"cape (n)","כיפה","رأس"
670,"capital","עיר בירה","عاصمة"
671,"capital (n)","בירה","عاصمة"
672,"capital letters","אותיות גדולות","حروف كبيرة"
673,"captain","קפטן","قبطان"
674,"captain (n)","קפטן, רב חובל","قبطان, قائد"
675,"car (n)","מכונית","سيارة"
676,"car wash","שטיפת מכוניות","غسيل السيارات"
677,"cards","כרטיסים, קלפים","بطاقات, أوراق لعب"
678,"care about","לדאוג ל-","يهتم ب"
679,"career","קריירה","مسيرة مهنية"
680,"career (n)","קריירה","مسيرة مهنية"
681,"careful (adj)","זהיר","حذر, محتاط"
682,"carefully (adv)","בזהירות","بحذر, بإحتراس"
683,"careless","רשלני, לא זהיר","غير مبالٍ, مهمل"
684,"caring","אכפתי, דואג","يراعي, إهتمام, حنون"
685,"Carmel","הכרמל","جبل الكرمل"
686,"carousel","קרוסלה","دوّارة"
687,"carpentry","נגרות","نجارة"
688,"carpet","שטיח","سجادة"
689,"carriage (n)","כרכרה","عربة"
690,"carrot","גזר","جزر"
691,"carry","לשאת, לסחוב","يحمل"
692,"carry (v)","לשאת, לסחוב","يحمل"
693,"carry on","להמשיך","يواصل, يستمر"
694,"carry out","לבצע","يقوم بتنفيذ"
695,"carton","קרטון (חלב)","كرتون"
696,"cartoon (n)","סרט מצויר","فيلم رسوم متحركة"
697,"cartwheels","גלגלות","تمرين العجلة (في الجمباز)"
698,"case (n)","מקרה","حالة, قضية"
699,"cash","מזומן","نقد"
700,"castle","טירה","قلعة"
701,"castle (n)","טירה","قلعة"
702,"cat (n)","חתול","قط"
703,"cat lover (n)","חובב חתולים","محب القطط"
704,"catalogue","קטלוג","كتالوج"
705,"catch (v)","לתפוס","يمسك"
706,"catch a cold","להצטנן","يصاب بالزكام"
707,"catch fire","להידלק, לתפוס אש","يشتعل, يمسك بالنار"
708,"caught (past tense of catch)","תפס","أمسك"
709,"cause (n)","סיבה","سبب"
710,"cause (n, v)","סיבה, לגרום","سبب, يسبب"
711,"cause (v)","לגרום","يسبب"
712,"cave","מערה","كهف"
713,"cave (n)","מערה","كهف, مغارة"
714,"CD","תקליטור","إسطوانة مضغوطة"
715,"ceiling","תקרה","سقف"
716,"celebrate (v)","לחגוג","يحتفل"
717,"celebration (n)","חגיגה","إحتفال"
718,"celebrities","סלבריטיים","مشاهير, شخصيات مشهورة"
719,"celebrity (n)","סלבריטי, ידוען","شخص مشهور"
720,"cellphone (n)","טלפון נייד / סלולרי","تلفون خلوي"
721,"cemetery","בית קברות","مقبرة"
722,"cent","סנט","سنت"
723,"center","מרכז","مركز"
724,"center (n)","מרכז","مركز"
725,"center of attention","מרכז תשומת הלב","محور الإهتمام"
726,"centimeter (n)","סנטימטר","سنتيمتر"
727,"central","מרכזי","مركزي"
728,"century","מאה (שנים)","قرن"
729,"century (n)","מאה (שנים)","قرن"
730,"cereal","דגני בוקר","حبوب"
731,"ceremony","טקס","حفل"
732,"certain","בטוח","مؤكد, أكيد"
733,"certainly","בוודאי","بالتأكيد"
734,"certainty","ודאות","يقين"
735,"chain","שרשרת","سلسلة"
736,"chain reaction","תגובת שרשרת","تفاعل سلسلي"
737,"chair","כיסא","كرسي"
738,"challenge (n, v)","אתגר, לאתגר","تحدي, يتحدى"
739,"chameleon (n)","זיקית","حرباء"
740,"champion","אלוף","بطل"
741,"champion (n)","אלוף","بطل"
742,"championship","אליפות","بطولة"
743,"chance","הזדמנות, מקרה","فرصة, إحتمال"
744,"chance (n)","הזדמנות","فرصة"
745,"change","לשנות, להחליף","يغير, يتغير"
746,"change (my) mind","לשנות את דעתי","يغير رأيه"
747,"change (v)","לשנות","يغير"
748,"change (v)","לשנות, להחליף","يغير, يبدل"
749,"change color","לשנות צבע","يغير لوناً"
750,"change places","להחליף מקומות","يتبادل الأماكن"
751,"changes","שינויים","تغييرات"
752,"channel","ערוץ","قناة"
753,"chant","לשיר, לפזם","يهتف, ينشد"
754,"character","דמות","شخصية"
755,"character (n)","דמות","شخصية"
756,"characters","דמויות, אותיות","شخصيات"
757,"charge","לחייב","يتقاضى"
758,"chart","טבלה","جدول"
759,"chart (n)","טבלה","جدول"
760,"chat (n)","צ'אט","دردشة (في الإنترنت)"
761,"chat (v)","לשוחח, לדבר","يتحدث, يدردش"
762,"cheap (adj)","זול","رخيص"
763,"cheat","לרמות","يغش"
764,"cheat on a test","לרמות במבחן","يغش في الإمتحان"
765,"cheating","רמאות","غش"
766,"check (n)","צ'ק","شيك"
767,"check (v)","לבדוק","يفحص"
768,"checked","בדק","فحص"
769,"checkers","משחק דמקה","لعبة الداما"
770,"checklist","רשימת בדיקה","قائمة فحص"
771,"checklist (n)","רשימת בדיקה","قائمة فحص"
772,"cheer (v)","לעודד","يشجع"
773,"cheese (n)","גבינה","جبنة"
774,"cheetah (n)","ברדלס","فهد"
775,"chef","שף","طباخ, كبير الطهاة"
776,"chemicals","כימיקלים","مواد كيميائية"
777,"chemicals (n)","כימיקלים","كيميائيات"
778,"cherry / cherries","דובדבן","كرز, كرزة"
779,"chess (n)","שחמט","شطرنج"
780,"chew (v)","ללעוס","يمضغ"
781,"Chicago","שיקגו","شيكاغو"
782,"chicken","עוף","دجاج"
783,"chicken soup","מרק עוף","شوربة دجاج"
784,"chief","ראש, מנהיג, בכיר","رئيس, قائد"
785,"child","ילד","طفل"
786,"child (n)","ילד","ولد"
787,"childhood","ילדות","طفولة"
788,"children","ילדים","أولاد"
789,"Chile","צ'ילה","تشيلي"
790,"China","סין","الصين"
791,"Chinese","סיני","صيني"
792,"chips","צ'יפס","رقائق بطاطا"
793,"chocolate","שוקולד","شوكولاته"
794,"chocolate (n)","שוקולד","شوكولاتة"
795,"chocolate cake","עוגת שוקולד","كعكة الشوكولاتة"
796,"chocolate chips","שוקולד צ'יפס","رقائق شوكولاتة"
797,"chocolate mousse","מוס שוקולד","موس شوكولاتة"
798,"choice","בחירה, ברירה","خيار, إختيار"
799,"choice (n)","בחירה, ברירה","إختيار"
800,"choose","לבחור","يختار"
801,"choose (v)","לבחור","يختار"
802,"chopsticks","מקלות אכילה","أعواد أكل"
803,"chorus (n)","מקהלה","كورس (جوقة الإنشاد)"
804,"chose (past tense of choose)","בחר","إختار"
805,"cigarette","סיגריה","سيجارة"
806,"cinema","קולנוע","سينما"
807,"circle","עיגול, מעגל","دائرة"
808,"circle (n)","עיגול","دائرة"
809,"circle (v)","להקיף, יבסן, בקיף","يحيط بدائرة"
810,"circus","קרקס","سيرك"
811,"cite","לצטט, לציין מקורות","يستشهد"
812,"cities (plural of city)","ערים","مدن"
813,"city","עיר","مدينة"
814,"city (n)","עיר","مدينة"
815,"claim","לטעון","يدعي"
816,"clap","למחוא כפיים","يصفق"
817,"class","כיתה, שיעור","صف, حصة"
818,"class (n)","כיתה, שיעור","صف"
819,"class (v)","לסווג","يصنف"
820,"classical","קלאסי","كلاسيكي"
821,"classical music","מוסיקה קלאסית","موسيقى كلاسيكية"
822,"classroom","כיתה","صف, غرفة دراسة"
823,"clean (adj)","נקי","نظيف"
824,"clean (v)","לנקות","ينظف"
825,"clean up","לנקות, לסדר","ينظف, يرتب"
826,"cleaner","מנקה, נקיון","منظف"
827,"clear (adj)","ברור","واضح"
828,"clearly","בבירור","بوضوح"
829,"clearly (adv)","בבירות, ביריר","بوضوح"
830,"clever","חכם, פיקח","ذكي"
831,"clever (adj)","חכם, פיקח","ذكي, ماهر"
832,"cleverly (adv)","בחוכמה","بذكاء"
833,"click","לחיצה, ללחוץ","نقرة, ينقر"
834,"click (on)","ללחוץ (על)","ينقر (على)"
835,"click (v)","ללחוץ, להקליק","ينقر"
836,"cliff (n)","צוק, מצוק","جرف, منحدر صخري"
837,"climate","אקלים","مناخ"
838,"climb (n)","טיפוס","تسلق"
839,"climb (v)","לטפס","يتسلق"
840,"climb into","לטפס על, לעלות על","يتسلق على, يصعد"
841,"climber","מטפס","متسلق"
842,"climber (n)","מטפס","متسلق"
843,"climbing","טיפוס","تسلق"
844,"clinic (n)","מרפאה","عيادة طبية"
845,"clock","שעון","ساعة"
846,"clock (n)","שעון","ساعة"
847,"close","לסגור, קרוב","يغلق, قريب"
848,"close (adj)","קרוב","قريب"
849,"close to tears","קרוב לדמעות","على وشك البكاء"
850,"closed","סגור","مغلق"
851,"closed (adj)","סגור","مغلق"
852,"closely","מקרוב","عن كثب"
853,"closer (adj) (close)","יותר קרוב","أقرب"
854,"closing time","שעת סגירה","وقت الإغلاق"
855,"cloth bag","שקית בד","كيس قماش"
856,"clothes (n)","בגדים","ملابس"
857,"clothes store","חנות בגדים","محل الثياب"
858,"clothing","לבוש, בגדים","ثياب, ملابس"
859,"cloud","ענן","سحابة"
860,"cloudy","מעונן","غائم"
861,"clown","ליצן","مهرج"
862,"club","מועדון","نادي"
863,"club (n)","מועדון","نادي"
864,"club house","מועדון (מבנה)","نادٍ"
865,"clue","רמז","دليل, تلميح"
866,"co-operate","לשתף פעולה","يتعاون"
867,"coach (n)","מאמן","مدرب, مُدرب رياضي"
868,"coast","חוף","ساحل"
869,"coat","מעיל","معطف"
870,"coat (n)","מעיל","معطف"
871,"coats","מעילים","معاطف"
872,"code","קוד, קללים","قانون"
873,"coffee","קפה","قهوة"
874,"coffee (n)","קפה","قهوة"
875,"coffee shop","בית קפה","مقهى"
876,"coin","מטבע","عملة معدنية"
877,"cola","קולה","كولا"
878,"cold (adj)","קר","بارد"
879,"cold (adj) (cold)","הכי קר","الأكثر برودة"
880,"coldest (adj) (cold)","הכי קר","الأكثر برودة"
881,"collect","לאסוף","يجمع"
