ID	English	Hebrew	Arabic
658	can't stand	לא יכול לסבול	لا يستطيع أن يتحمل
659	can't wait	לא יכול לחכות	لا يستطيع الإنتظار
660	Canada	קנדה	كندا
661	cancer	סרטן	سرطان
662	candy	סוכריות	حلويات
663	candy papers	עטיפות ממתקים	أغلفة (الورق) الحلويات
664	cannot	לא יכול	لا يستطيع, له
665	canoe	סירת קאנו	كانو
666	canoeing (n)	קנו, סירת קאנו	إبحار في زورق كانو
667	cap	כובע	قبعة
668	capable	מסוגל	قادر
669	cape (n)	כיפה	رأس
670	capital	עיר בירה	عاصمة
671	capital (n)	בירה	عاصمة
672	capital letters	אותיות גדולות	حروف كبيرة
673	captain	קפטן	قبطان
674	captain (n)	קפטן, רב חובל	قبطان, قائد
675	car (n)	מכונית	سيارة
676	car wash	שטיפת מכוניות	غسيل السيارات
677	cards	כרטיסים, קלפים	بطاقات, أوراق لعب
678	care about	לדאוג ל-	يهتم ب
679	career	קריירה	مسيرة مهنية
680	career (n)	קריירה	مسيرة مهنية
681	careful (adj)	זהיר	حذر, محتاط
682	carefully (adv)	בזהירות	بحذر, بإحتراس
683	careless	רשלני, לא זהיר	غير مبالٍ, مهمل
684	caring	אכפתי, דואג	يراعي, إهتمام, حنون
685	Carmel	הכרמל	جبل الكرمل
686	carousel	קרוסלה	دوّارة
687	carpentry	נגרות	نجارة
688	carpet	שטיח	سجادة
689	carriage (n)	כרכרה	عربة
690	carrot	גזר	جزر
691	carry	לשאת, לסחוב	يحمل
692	carry (v)	לשאת, לסחוב	يحمل
693	carry on	להמשיך	يواصل, يستمر
694	carry out	לבצע	يقوم بتنفيذ
695	carton	קרטון (חלב)	كرتون
696	cartoon (n)	סרט מצויר	فيلم رسوم متحركة
697	cartwheels	גלגלות	تمرين العجلة (في الجمباز)
698	case (n)	מקרה	حالة, قضية
699	cash	מזומן	نقد
700	castle	טירה	قلعة
701	castle (n)	טירה	قلعة
702	cat (n)	חתול	قط
703	cat lover (n)	חובב חתולים	محب القطط
704	catalogue	קטלוג	كتالوج
705	catch (v)	לתפוס	يمسك
706	catch a cold	להצטנן	يصاب بالزكام
707	catch fire	להידלק, לתפוס אש	يشتعل, يمسك بالنار
708	caught (past tense of catch)	תפס	أمسك
709	cause (n)	סיבה	سبب
710	cause (n, v)	סיבה, לגרום	سبب, يسبب
711	cause (v)	לגרום	يسبب
712	cave	מערה	كهف
713	cave (n)	מערה	كهف, مغارة
714	CD	תקליטור	إسطوانة مضغوطة
715	ceiling	תקרה	سقف
716	celebrate (v)	לחגוג	يحتفل
717	celebration (n)	חגיגה	إحتفال
718	celebrities	סלבריטיים	مشاهير, شخصيات مشهورة
719	celebrity (n)	סלבריטי, ידוען	شخص مشهور
720	cellphone (n)	טלפון נייד / סלולרי	تلفون خلوي
721	cemetery	בית קברות	مقبرة
722	cent	סנט	سنت
723	center	מרכז	مركز
724	center (n)	מרכז	مركز
725	center of attention	מרכז תשומת הלב	محور الإهتمام
726	centimeter (n)	סנטימטר	سنتيمتر
727	central	מרכזי	مركزي
728	century	מאה (שנים)	قرن
729	century (n)	מאה (שנים)	قرن
730	cereal	דגני בוקר	حبوب
731	ceremony	טקס	حفل
732	certain	בטוח	مؤكد, أكيد
733	certainly	בוודאי	بالتأكيد
734	certainty	ודאות	يقين
735	chain	שרשרת	سلسلة
736	chain reaction	תגובת שרשרת	تفاعل سلسلي
737	chair	כיסא	كرسي
738	challenge (n, v)	אתגר, לאתגר	تحدي, يتحدى
739	chameleon (n)	זיקית	حرباء
740	champion	אלוף	بطل
741	champion (n)	אלוף	بطل
742	championship	אליפות	بطولة
743	chance	הזדמנות, מקרה	فرصة, إحتمال
744	chance (n)	הזדמנות	فرصة
745	change	לשנות, להחליף	يغير, يتغير
746	change (my) mind	לשנות את דעתי	يغير رأيه
747	change (v)	לשנות	يغير
748	change (v)	לשנות, להחליף	يغير, يبدل
749	change color	לשנות צבע	يغير لوناً
750	change places	להחליף מקומות	يتبادل الأماكن
751	changes	שינויים	تغييرات
752	channel	ערוץ	قناة
753	chant	לשיר, לפזם	يهتف, ينشد
754	character	דמות	شخصية
755	character (n)	דמות	شخصية
756	characters	דמויות, אותיות	شخصيات
757	charge	לחייב	يتقاضى
758	chart	טבלה	جدول
759	chart (n)	טבלה	جدول
760	chat (n)	צ'אט	دردشة (في الإنترنت)
761	chat (v)	לשוחח, לדבר	يتحدث, يدردش
762	cheap (adj)	זול	رخيص
763	cheat	לרמות	يغش
764	cheat on a test	לרמות במבחן	يغش في الإمتحان
765	cheating	רמאות	غش
766	check (n)	צ'ק	شيك
767	check (v)	לבדוק	يفحص
768	checked	בדק	فحص
769	checkers	משחק דמקה	لعبة الداما
770	checklist	רשימת בדיקה	قائمة فحص
771	checklist (n)	רשימת בדיקה	قائمة فحص
772	cheer (v)	לעודד	يشجع
773	cheese (n)	גבינה	جبنة
774	cheetah (n)	ברדלס	فهد
775	chef	שף	طباخ, كبير الطهاة
776	chemicals	כימיקלים	مواد كيميائية
777	chemicals (n)	כימיקלים	كيميائيات
778	cherry / cherries	דובדבן	كرز, كرزة
779	chess (n)	שחמט	شطرنج
780	chew (v)	ללעוס	يمضغ
781	Chicago	שיקגו	شيكاغو
782	chicken	עוף	دجاج
783	chicken soup	מרק עוף	شوربة دجاج
784	chief	ראש, מנהיג, בכיר	رئيس, قائد
785	child	ילד	طفل
786	child (n)	ילד	ولد
787	childhood	ילדות	طفولة
788	children	ילדים	أولاد
789	Chile	צ'ילה	تشيلي
790	China	סין	الصين
791	Chinese	סיני	صيني
792	chips	צ'יפס	رقائق بطاطا
793	chocolate	שוקולד	شوكولاته
794	chocolate (n)	שוקולד	شوكولاتة
795	chocolate cake	עוגת שוקולד	كعكة الشوكولاتة
796	chocolate chips	שוקולד צ'יפס	رقائق شوكولاتة
797	chocolate mousse	מוס שוקולד	موس شوكولاتة
798	choice	בחירה, ברירה	خيار, إختيار
799	choice (n)	בחירה, ברירה	إختيار
800	choose	לבחור	يختار
801	choose (v)	לבחור	يختار
802	chopsticks	מקלות אכילה	أعواد أكل
803	chorus (n)	מקהלה	كورس (جوقة الإنشاد)
804	chose (past tense of choose)	בחר	إختار
805	cigarette	סיגריה	سيجارة
806	cinema	קולנוע	سينما
807	circle	עיגול, מעגל	دائرة
808	circle (n)	עיגול	دائرة
809	circle (v)	להקיף, יבסן, בקיף	يحيط بدائرة
810	circus	קרקס	سيرك
811	cite	לצטט, לציין מקורות	يستشهد
812	cities (plural of city)	ערים	مدن
813	city	עיר	مدينة
814	city (n)	עיר	مدينة
815	claim	לטעון	يدعي
816	clap	למחוא כפיים	يصفق
817	class	כיתה, שיעור	صف, حصة
818	class (n)	כיתה, שיעור	صف
819	class (v)	לסווג	يصنف
820	classical	קלאסי	كلاسيكي
821	classical music	מוסיקה קלאסית	موسيقى كلاسيكية
822	classroom	כיתה	صف, غرفة دراسة
823	clean (adj)	נקי	نظيف
824	clean (v)	לנקות	ينظف
825	clean up	לנקות, לסדר	ينظف, يرتب
826	cleaner	מנקה, נקיון	منظف
827	clear (adj)	ברור	واضح
828	clearly	בבירור	بوضوح
829	clearly (adv)	בבירות, ביריר	بوضوح
830	clever	חכם, פיקח	ذكي
831	clever (adj)	חכם, פיקח	ذكي, ماهر
832	cleverly (adv)	בחוכמה	بذكاء
833	click	לחיצה, ללחוץ	نقرة, ينقر
834	click (on)	ללחוץ (על)	ينقر (على)
835	click (v)	ללחוץ, להקליק	ينقر
836	cliff (n)	צוק, מצוק	جرف, منحدر صخري
837	climate	אקלים	مناخ
838	climb (n)	טיפוס	تسلق
839	climb (v)	לטפס	يتسلق
840	climb into	לטפס על, לעלות על	يتسلق على, يصعد
841	climber	מטפס	متسلق
842	climber (n)	מטפס	متسلق
843	climbing	טיפוס	تسلق
844	clinic (n)	מרפאה	عيادة طبية
845	clock	שעון	ساعة
846	clock (n)	שעון	ساعة
847	close	לסגור, קרוב	يغلق, قريب
848	close (adj)	קרוב	قريب
849	close to tears	קרוב לדמעות	على وشك البكاء
850	closed	סגור	مغلق
851	closed (adj)	סגור	مغلق
852	closely	מקרוב	عن كثب
853	closer (adj) (close)	יותר קרוב	أقرب
854	closing time	שעת סגירה	وقت الإغلاق
855	cloth bag	שקית בד	كيس قماش
856	clothes (n)	בגדים	ملابس
857	clothes store	חנות בגדים	محل الثياب
858	clothing	לבוש, בגדים	ثياب, ملابس
859	cloud	ענן	سحابة
860	cloudy	מעונן	غائم
861	clown	ליצן	مهرج
862	club	מועדון	نادي
863	club (n)	מועדון	نادي
864	club house	מועדון (מבנה)	نادٍ
865	clue	רמז	دليل, تلميح
866	co-operate	לשתף פעולה	يتعاون
867	coach (n)	מאמן	مدرب, مُدرب رياضي
868	coast	חוף	ساحل
869	coat	מעיל	معطف
870	coat (n)	מעיל	معطف
871	coats	מעילים	معاطف
872	code	קוד, קללים	قانون
873	coffee	קפה	قهوة
874	coffee (n)	קפה	قهوة
875	coffee shop	בית קפה	مقهى
876	coin	מטבע	عملة معدنية
877	cola	קולה	كولا
878	cold (adj)	קר	بارد
879	cold (adj) (cold)	הכי קר	الأكثر برودة
880	coldest (adj) (cold)	הכי קר	الأكثر برودة
881	collect	לאסוף	يجمع
882	collected	אסף	جمع
883	collection (n)	אוסף	مجموعة
884	collector (n)	אספן	جامع, هاوي
885	collects	אוסף	يجمع
886	college	מכללה	كلية
887	color	צבע	لون
888	color (n)	צבע	لون
889	Colorado	קולורדו	كولورادو
890	colored	צבעוני	ملون
891	colored (adj)	צבעוני	ملون, ذو لون
892	colorful (adj)	צבעוני, סטנו	غني بالألوان
893	colors	צבעים	ألوان
894	column (n)	טור	عمود
895	comb (n, v)	מסרק, לסרוק	مشط, يمشط
896	combination	שילוב	مزيج
897	combine	לשלב	يجمع
898	come	לבוא	يأتي
899	come (v)	לבוא	يأتي
900	come down	לרדת, לצאת (במחיר)	ينزل، يخفض، يتنازل
901	Come here!	בוא הנה!	تعال إلى هنا!
902	come home	לבוא הביתה	يأتي إلى البيت
903	come into contact with	לבוא במגע עם	يتصل ب
904	come on	בוא, קדימה	هيا
905	Come on!	!בוא, קדימה	هيا! تعال!
906	come out	לצאת	يخرج
907	come up	לעלות, לצוץ	يظهر
908	come up with	להמציא, להעלות, לחשוב על	يبتكر, يتوصل
909	comedian	קומיקאי, בדרן	ممثّل هزلي، مرِح
910	comedy	קומדיה	كوميديا
911	comes	בא	يأتي
912	comfort	נוחות	راحة
913	comfortable (adj)	נוח	مريح
914	comic book	חוברת קומיקס	مجلّة فكاهية مصوّرة
915	comical	קומי	مضحك، هزلي
916	comics	קומיקס	قصص مصورة
917	comics (n)	קומיקס, סיפור מצויר	كوميكس, قصة مصورة
918	comma	פסיק	فاصلة
919	comment (n)	הערה, תגובה	ملاحظة, تعليق
920	comment (v)	להגיב	يعلق
921	commit	לבצע	يرتكب
922	common (adj)	נפוץ	مشترك, شائع
923	common sense	שכל ישר	حس مشترك, الحس السليم
924	communicate	לתקשר	يتواصل
925	communication	תקשורת	إتصال
926	community	קהילה	مجتمع
927	community service	עבודות שירות	خدمة المجتمع
928	company	חברה, חברה מסחרית	شركة, مجتمع تجاري
929	compare (v)	להשוות	يقارن
930	compared to	בהשוואה ל-	مقارنة ب
931	compete	להתחרות	يتنافس
932	compete (v)	להתחרות	يتنافس
933	compete in	להתחרות ב-	يتنافس في
934	competed	השתתף	إشترك
935	competition	תחרות	مسابقة, منافسة
936	competition (n)	תחרות	مباراة, منافسة
937	competitive	תחרותי	تنافسي
938	competitor	מתחרה	منافس
939	complain	להתלונן	يشتكي
940	complete (v)	להשלים	يكمل
941	completed	השלים	أكمل
942	completely	לחלוטין	تماماً, بالكامل
943	complicated	מסובך	معقد
944	compound noun	שם עצם מורכב	إسم مركب
945	compound words	מילים מורכבות	كلمات مركبة
946	computer	מחשב	حاسوب
947	computer (n)	מחשב	حاسوب
948	computer game	משחק מחשב	لعبة حاسوب
949	computer program	תוכנית מחשב	برنامج محوسب
950	computer store	חנות מחשבים	محل الحواسيب
951	computers	מחשבים	حواسيب
952	concern	דאגה	قلق
953	concern (n)	דאגה	قلق
954	concerned	מודאג	قلق
955	concert	קונצרט	حفلة موسيقية
956	concert (n)	קונצרט	حفلة موسيقية
957	condition	מצב	حالة, وضع
958	confidence	ביטחון, אמון	ثقة
959	confident	בטוח	واثق
960	confidently	בביטחון (בלי חשש)	بثقة (بلا تردّد)
961	conflict	סכסוך	صراع, نزاع
962	Congratulations!	מזל טוב!	تهانينا!
963	connect	לקשר, לחבר	يوصل
964	connect (v)	לחבר, להתחבר	يصل, يربط, يرتبط
965	connected	מקושר	موصول
966	connected to	מקושר ל-	متصل ب
967	connection	קשר, חיבור	إتصال, صلة
968	connection (n)	קשר	إتصال
969	consider	לשקול, לחשוב	يأخذ بعين الإعتبار, يفكر
970	consider (v)	לחשוב, לשקול	يأخذ بعين الإعتبار
971	consonant (n)	עיצור	حرف ساكن
972	contact	ליצור קשר	يتصل
973	contact (v)	ליצור קשר	يتواصل
974	contain	להכיל	يحتوي
975	contents	תוכן	محتويات
976	contest	תחרות	مسابقة
977	context (n)	הקשר	سياق
978	continent	יבשת	قارة
979	continue	להמשיך	يستمر
980	continue (v)	להמשיך	يستمر
981	continuous	רצוף, מתמשך	مستمر, متواصل
982	contract (n)	חוזה	عقد
983	contrast (n)	ניגוד	وجود إختلاف
984	contribute (to)	לתרום ל-	يساهم، يشارك
985	control (n)	שליטה	سلطة
986	control (v)	לשלוט, לבקרה	يسيطر, يراقب
987	conversation	שיחה	محادثة
988	conversation (n)	שיחה	محادثة
989	convince	לשכנע	يقنع
990	convinced	משוכנע	مقتنع
991	cook (n)	טבח, מבשל, לבשל	طاهي, يطبخ
992	cook (v)	לבשל	يطبخ
993	cook book	ספר בישול	كتاب الطهي
994	cooker	כיריים, תנור	طباخ, موقد
995	cookie	עוגייה	كعكة, بسكويت
996	cookies	עוגיות	كعكيات, بسكويت
